black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
1,,,1,,,Taste of Chicago,"Taste of Chicago is the nation's premier outdoor food festival showcasing the diversity of Chicago's dining community. The delicious array of food served at Taste of Chicago is complemented by music and exciting activities for the entire family. Every summer since 1980, Chicago's beautiful Grant Park on the city's magnificent lakefront has been home to the world's largest food festival.
Performers: 
Map: http://goo.gl/maps/oTK85
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/taste_of_chicago.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","E Monroe St at S Columbus Dr Chicago, IL",7/8/15,7/8/15,11:00:00 AM,9:00:00 PM,none
0,,,,,,Charnley-Persky House Museum Free,"The Charnley-Persky House is located at 1365 North Astor Street in the Gold Coast neighborhood of Chicago, within the Astor Street Historic District. The neighborhood developed in the late 1880s, largely through the efforts of Potter Palmer, who built an imposing ""castle"" on Lake Shore Drive, designed by Cobb & Frost. He purchased large tracts of land in the area and built dozens of houses which were sold to Chicago's wealthy class. The neighborhood has retained its stature as Chicago's premier neighborhood to the present day.
Map: https://goo.gl/maps/tYzes
About: http://www.sah.org/about-sah/charnley-persky-house/visit-the-house
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Charnley-Persky House Museum, 1365 North Astor Street, Chicago, IL 60610, United States",7/8/15,7/8/15,12:00:00 PM,1:00:00 PM,none
0,,,,,,Clark House Museum Free,"Free hour long tours on Wednesdays. 12pm - 1pm & 2pm - 3pm. The Clarke House Museum is Chicago's oldest home. Tours of this 1836 Greek Revival-style house reveal what life was like for a middle class family in Chicago, when the city was in its formative years before the Civil War.
Map: https://goo.gl/maps/DERz9
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/clarke_house_museumtours.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Clarke House Museum, 1827 South Indiana Avenue, Chicago, IL 60616, United States",7/8/15,7/8/15,12:00:00 PM,3:00:00 PM,none
0,,,,,,Glessner House Museum Free,"Glessner House Museum offers guided tours of Glessner House (1886), a National Historic Landmark, and Clarke House (1836), the City's oldest surviving building, located in the adjacent Chicago Women's Park and Gardens. Tours are led by trained docents and last approximately one hour in each house.  Tours are timed so that the two houses may be toured back-to-back.  Advance reservations are not accepted.
Map: https://goo.gl/maps/7g3uG
About: http://www.glessnerhouse.org/Tours.htm
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Glessner House Museum, 1800 South Prairie Avenue, Chicago, IL 60616, United States",7/8/15,7/8/15,3:00:00 PM,4:00:00 PM,none
0,,,,,,Grant Park Music Festival -Bernstein Fancy Free,"Karina Canellakis conducts the Grant Park Orchestra in Leonard Bernstein's vibrant, jazz-tinged ballet score. Also featured on the program are John Adams'  Lollapalooza and César Franck's most famous work, his Symphony in D.
Map: http://goo.gl/maps/wt6bH
About: http://www.grantparkmusicfestival.com/2015-season/bernstein-fancy-free
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/8/15,7/8/15,8:00:00 PM,10:00:00 PM,none
0,,,,,,Movies in the Park - The Boxtrolls (PG),"A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator. Based on the children's novel 'Here Be Monsters' by Alan Snow.
Where: Piotrowski Park
Map: https://maps.google.com/maps?q=4247+W+31st+St+Chicago,+IL+60623
About: http://www.imdb.com/title/tt0787474
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Piotrowski4/
Park info: http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/
Neighborhood: South Lawndale
Closed Captions: Yes
Runtime: 96 minutes
Call (312) 747-6608 for weather related cancellation information or email Andrew Del Rivero  at andrew.delrivero@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4247 W 31st St Chicago, IL 60623",7/8/15,7/8/15,8:43:00 PM,10:19:00 PM,none
0,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: Portage Park
Map: https://maps.google.com/maps?q=4100+N+Long+Ave+Chicago,+IL+60641
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage1/
Park info: http://www.chicagoparkdistrict.com/parks/Portage-Park/
Neighborhood: Portage Park
Closed Captions: No
Runtime: 118 minutes
Call (773) 685-7235for weather related cancellation information or email Gonzalo Reyes at gonzalo.reyes@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4100 N Long Ave Chicago, IL 60641",7/8/15,7/8/15,8:43:00 PM,10:41:00 PM,none
0,,,,,,Movies in the Park - Dolphin Tale 2 (PG),"The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.
Where: Oriole Park
Map: https://maps.google.com/maps?q=5430+N+Olcott+Ave+Chicago,+IL+60656
About: http://www.imdb.com/title/tt2978462
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oriole1/
Park info: http://www.chicagoparkdistrict.com/parks/Oriole-Park/
Neighborhood: Norwood Park
Closed Captions: Yes
Runtime: 107 minutes
Call (773) 631-6197for weather related cancellation information or email Frank Clark at frances.clark@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","5430 N Olcott Ave Chicago, IL 60656",7/8/15,7/8/15,8:43:00 PM,10:30:00 PM,none
0,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",7/8/15,7/8/15,9:30:00 PM,10:00:00 PM,none
0,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Daley Plaza 7am - 3pm
Map: https://goo.gl/maps/vHST2
Downtown 7am - 3pm
Map: https://goo.gl/maps/uQ14Q
South Loop 4pm - 8pm
Map: https://goo.gl/maps/VsC1O
Hyde Park 7am - 1pm
Map: https://goo.gl/maps/6dJ9d
Lincoln Square 4pm - 8pm
Map: https://goo.gl/maps/zJZ2K
Southport 3pm - 8pm
Map: https://goo.gl/maps/s4OT3
Uptown 7am - 1pm
Map: https://goo.gl/maps/3cgDi
Austin 2pm - 7pm
Map: https://goo.gl/maps/GzqJO
Argyle 5pm - 9pm
Map: https://goo.gl/maps/SWv8w
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","50 W Washington St, Chicago, IL 60602, USA",7/9/15,7/9/15,7:00:00 AM,9:00:00 PM,none
0,,,,,,Nature Museum Free,"Note: Admission free every Thursday for Illinois residents ONLY.
Experience a gateway to the natural world. Get your hands wet as you learn about Chicago's waterways and the organisms that reside within them. Touch live animals found in Illinois wetlands. Let your imagination run wild as you walk among Wilderness Walk and our restored native prairie. Escape to a Haven fluttering with exotic butterflies and stunning bird species. The possibilities for fun and learning are endless at the Peggy Notebaert Nature Museum.
Map: https://goo.gl/maps/gWfJJ
About: http://www.naturemuseum.org/index.php?id=168
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago, IL 60614, United States",7/9/15,7/9/15,9:00:00 AM,5:00:00 PM,none
0,,,,,,Taste of Chicago,"Taste of Chicago is the nation's premier outdoor food festival showcasing the diversity of Chicago's dining community. The delicious array of food served at Taste of Chicago is complemented by music and exciting activities for the entire family. Every summer since 1980, Chicago's beautiful Grant Park on the city's magnificent lakefront has been home to the world's largest food festival.
Performers: 
Map: http://goo.gl/maps/oTK85
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/taste_of_chicago.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","E Monroe St at S Columbus Dr Chicago, IL",7/9/15,7/9/15,11:00:00 AM,9:00:00 PM,none
0,,,,,,Children's Museum Free,"Chicago Children’s Museum is a place where families and caregivers with infants and children are encouraged to create, explore, and discover together through play. The museum features three vibrant floors of exhibits and activities that provide sensory experiences and engaging educational content focusing on literacy, science, math, visual and performing arts, and health.
Map: https://goo.gl/maps/6v93u
About: http://www.chicagochildrensmuseum.org/index.php/plan/free-discounted-visits
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Chicago Children's Museum, 700 East Grand Avenue, Chicago, IL 60611, United States",7/9/15,7/9/15,5:00:00 PM,8:00:00 PM,none
0,,,,,,Art Museum Free,"FREE THURSDAYS ARE BACK! Beginning February 14, 2013, admission to the Art Institute of Chicago is free to Illinois residents every Thursday from 5:00 to 8:00 p.m. Admission to the Art Institute of Chicago is free to Illinois residents every weekday from January 7 through February 13, 2013. (Combining events for easy entry, note that after Feb 14th free entry begins at 5pm)
Map: http://goo.gl/maps/1FBhJ
About: http://www.artic.edu/aic/visitor_info/geninfo.html#hours
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com",The Art Institute of Chicago,7/9/15,7/10/15,5:00:00 PM,2:30:00 AM,none
0,,,,,,Downtown Sound - Judah & the Lion,"Judah & the Lion (Judah Akers, Nate Zuercher and Brian Macdonald) is a modern pop band with a feel as old as hills and holler. They are the happy sum of disparate parts, Southern grit, Midwestern (Chicago) openness, the exuberant freedom of the West, all brought together to make a truly joyful noise. The band has released two successful EPs, First Fruits and Sweet Tennessee. The latter blasted onto the Billboard charts, hitting the Top 20 in a variety of genres, and “Sweet Tennessee” made it to #1 on the iTunes “Singer/Songwriter” chart.
Map: http://goo.gl/maps/wt6bH
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/millennium_park1.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/9/15,7/9/15,8:00:00 PM,10:00:00 PM,none
0,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: Palmer Park
Map: https://maps.google.com/maps?q=201+E+111th+St+Chicago,+IL+60628
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Palmer2/
Park info: http://www.chicagoparkdistrict.com/parks/Palmer-Park/
Neighborhood: Roseland
Closed Captions: Yes
Runtime: 118 minutes
Call (312) 747-6577for weather related cancellation information or email Targett Johnson at targett.johnson@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","201 E 111th St Chicago, IL 60628",7/9/15,7/9/15,8:43:00 PM,10:41:00 PM,none
0,,,,,,Movies in the Park - Dolphin Tale 2 (PG),"The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.
Where: Gompers Park
Map: https://maps.google.com/maps?q=4222+W+Foster+Ave+Chicago,+IL+60630
About: http://www.imdb.com/title/tt2978462
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gompers2/
Park info: http://www.chicagoparkdistrict.com/parks/gompers-park/
Neighborhood: North Park
Closed Captions: Yes
Runtime: 107 minutes
Call (773) 685-3270for weather related cancellation information or email Denise Raymond at denise.raymond@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4222 W Foster Ave Chicago, IL 60630",7/9/15,7/9/15,8:43:00 PM,10:30:00 PM,none
0,,,,,,Movies in the Park - Mrs. Doubtfire (PG-13),"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.
Where: Wicker Park
Map: https://maps.google.com/maps?q=1425+N+Damen+Avenue+Chicago,+IL+60622
About: http://www.imdb.com/title/tt0107614
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker8/
Park info: http://www.chicagoparkdistrict.com/parks/Wicker-Park/
Neighborhood: West Town
Closed Captions: No
Runtime: 125 minutes
Call (312) 742-7553for weather related cancellation information or email Clare Rodriguez at claribel.rodriguez@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1425 N Damen Avenue Chicago, IL 60622",7/9/15,7/9/15,8:43:00 PM,10:48:00 PM,none
0,,,,,,Taste of Chicago,"Taste of Chicago is the nation's premier outdoor food festival showcasing the diversity of Chicago's dining community. The delicious array of food served at Taste of Chicago is complemented by music and exciting activities for the entire family. Every summer since 1980, Chicago's beautiful Grant Park on the city's magnificent lakefront has been home to the world's largest food festival.
Performers: 
Map: http://goo.gl/maps/oTK85
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/taste_of_chicago.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","E Monroe St at S Columbus Dr Chicago, IL",7/10/15,7/10/15,11:00:00 AM,9:00:00 PM,none
0,,,,,,Square Roots Fest,"Expect multiple music stages, both inside the Old Town School and outside on Lincoln Avenue, programmed with a vibrant mix of performers from local indie rockers to world music stars to Old Town School teaching artists and students, paired with the best local and regional craft breweries offering a wide variety of beers. Explore all the Old Town School of Folk Music has to offer: concerts, classes, jams, and more! Dine on amazing food from choice restaurants in Lincoln Square. Join in the fun with nightly dance parties, open jams, and plenty of family activities. Bring your whole family for a great weekend!
Map: http://goo.gl/maps/EdQks
About: http://www.squareroots.org/about/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Lincoln Ave & W Wilson Ave‎ Chicago, IL",7/10/15,7/10/15,5:00:00 PM,10:00:00 PM,none
0,,,,,,♣Irish American Heritage Festival♣,"Irish Fest showcases the finest in local and international Irish and American music, dance and family activities. The festival directly supports and is held on the grounds of the Irish American Heritage Center, a non-profit organization dedicated to preserving and strengthening Irish culture in Chicago. It features more than 100 performers for 3 days on 6 stages.
Map: http://goo.gl/maps/3VRz1
About: http://irishfestchicago.com/index.php
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","4626 N Knox Ave, Chicago, IL 60630, USA",7/10/15,7/11/15,6:00:00 PM,1:00:00 AM,none
0,,,,,,Summerdance -,"Individual themes TBA
Lessons: 6-7 p.m.
Live music: 7:30-9:30 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",7/10/15,7/10/15,6:00:00 PM,9:30:00 PM,none
0,,,,,,Grant Park Music Festival - A Sondheim Celebration,"Enjoy a little night music and celebrate the award-winning master of the musical, Stephen Sondheim. Led by Broadway conductor and long-time Sondheim collaborator Paul Gemignani, the Grant Park Orchestra and renowned vocalists perform Sondheim favorites, including selections from Sweeney Todd, Company, Into the Woods, and more. An evening not to be missed!
Map: http://goo.gl/maps/wt6bH
About: http://www.grantparkmusicfestival.com/2015-season/a-sondheim-celebration
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/10/15,7/10/15,8:00:00 PM,10:00:00 PM,none
0,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: Hamilton Park
Map: https://maps.google.com/maps?q=513+W+72nd+St+Chicago,+IL+60621
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hamilton2/
Park info: http://www.chicagoparkdistrict.com/parks/Hamilton-Park/
Neighborhood: Englewood
Closed Captions: Yes
Runtime: 118 minutes
Call (312) 747-6174for weather related cancellation information or email Michael Lindsey at michael.lindsey@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","513 W 72nd St Chicago, IL 60621",7/10/15,7/10/15,8:43:00 PM,10:41:00 PM,none
0,,,,,,Movies in the Park - Ride Along (PG-13),"Security guard Ben must prove himself to his girlfriend's brother, top cop James. He rides along James on a 24-hour patrol of Atlanta.
Where: Smith Playlot Park
Map: https://maps.google.com/maps?q=9912+S+Princeton+Ave+Chicago,+IL+60628
About: http://www.imdb.com/title/tt1408253
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Smith-Playlot/
Park info: http://www.chicagoparkdistrict.com/parks/Smith-Playlot-Park/
Neighborhood: Roseland
Closed Captions: Yes
Runtime: 99 minutes
Call (312) 747-6689for weather related cancellation information or email Sherita Taylor at sherita.taylor@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","9912 S Princeton Ave Chicago, IL 60628",7/10/15,7/10/15,8:43:00 PM,10:22:00 PM,none
0,,,,,,Movies in the Park - Jurassic Park (PG-13),"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.
Where: Mayfair Park
Map: https://maps.google.com/maps?q=4550+W+Sunnyside+Ave+Chicago,+IL+60630
About: http://www.imdb.com/title/tt0107290
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mayfair1/
Park info: http://www.chicagoparkdistrict.com/parks/Mayfair-Park/
Neighborhood: Irving Park
Closed Captions: No
Runtime: 127 minutes
Call (773) 685-3361for weather related cancellation information or email Maria McDorman at maria.mcdorman@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","4550 W Sunnyside Ave Chicago, IL 60630",7/10/15,7/10/15,8:43:00 PM,10:50:00 PM,none
0,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Division Street 7am - 1pm
Map: https://goo.gl/maps/FqAb9
Edgewater 8am - 1pm
Map: https://goo.gl/maps/qKJ4H
Humboldt Park 10am - 3pm
Map: https://goo.gl/maps/BIl1h
Englewood 8am - 1pm
Map: https://goo.gl/maps/x4AqF
Garfield Park 10am - 1pm
Map: https://goo.gl/maps/CFIDr
Green City Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/nCXIY
Green City Fulton Market 7am - 1pm
Map: https://goo.gl/maps/gzL5n
Horner Park 9am - 1pm
Map: https://goo.gl/maps/Euemb
Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/KfKcI
North Center 7am - 1pm
Map: https://goo.gl/maps/OklNz
Plant Chicago 11am - 3:30pm
Map: https://goo.gl/maps/Sr5vd
Printers Row 7am - 1pm
Map: https://goo.gl/maps/jNSxX
Roseland 10am - 3pm
Map: https://goo.gl/maps/qYcBR
61st Street 9am - 2pm
Map: https://goo.gl/maps/sMbUZ
West Humboldt Park 10am - 2pm
Map: https://goo.gl/maps/0Pl5u
South Shore 11am - 4pm
Map: https://goo.gl/maps/uQ14Q
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1800 N Clark St, Chicago, IL 60614, USA",7/11/15,7/11/15,7:00:00 AM,4:00:00 PM,none
0,,,,,,Taste of Chicago,"Taste of Chicago is the nation's premier outdoor food festival showcasing the diversity of Chicago's dining community. The delicious array of food served at Taste of Chicago is complemented by music and exciting activities for the entire family. Every summer since 1980, Chicago's beautiful Grant Park on the city's magnificent lakefront has been home to the world's largest food festival.
Performers: 
Map: http://goo.gl/maps/oTK85
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/taste_of_chicago.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","E Monroe St at S Columbus Dr Chicago, IL",7/11/15,7/11/15,10:00:00 AM,9:00:00 PM,none
0,,,,1,,Roscoe Village Burger Fest,"A $10 suggested donation benefits the Roscoe Village Chamber of Commerce. Flippin' hot! July is about to get a few degrees hotter than normal when some of Chicago's finest burger emporiums and restaurants fire up their grills at this year's Roscoe Village Burger Fest. Add to that a rockin' music on two stages and summer is gonna be sizzling. 
Map: https://goo.gl/maps/cDm4P
About: http://www.roscoevillageburgerfest.com/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Belmont Ave & N Damen Ave Chicago, IL 60657",7/11/15,7/11/15,11:00:00 AM,10:00:00 PM,none
0,,,,,,Square Roots Fest,"Expect multiple music stages, both inside the Old Town School and outside on Lincoln Avenue, programmed with a vibrant mix of performers from local indie rockers to world music stars to Old Town School teaching artists and students, paired with the best local and regional craft breweries offering a wide variety of beers. Explore all the Old Town School of Folk Music has to offer: concerts, classes, jams, and more! Dine on amazing food from choice restaurants in Lincoln Square. Join in the fun with nightly dance parties, open jams, and plenty of family activities. Bring your whole family for a great weekend!
Map: http://goo.gl/maps/EdQks
About: http://www.squareroots.org/about/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Lincoln Ave & W Wilson Ave‎ Chicago, IL",7/11/15,7/11/15,12:00:00 PM,11:00:00 PM,none
0,,,,,,♣Irish American Heritage Festival♣,"Irish Fest showcases the finest in local and international Irish and American music, dance and family activities. The festival directly supports and is held on the grounds of the Irish American Heritage Center, a non-profit organization dedicated to preserving and strengthening Irish culture in Chicago. It features more than 100 performers for 3 days on 6 stages.
Map: http://goo.gl/maps/3VRz1
About: http://irishfestchicago.com/index.php
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","4626 N Knox Ave, Chicago, IL 60630, USA",7/11/15,7/12/15,12:00:00 PM,1:00:00 AM,none
0,,,,1,,West Fest,"Like booming West Town, West Fest has grown from a quaint street party into one of the most popular festivals of the year. West Fest's reputation has caught on with critics alike, in 2013 the Chicago Tribune singled it out as one of the ""best"" summer fests in Chicagoland! Now in its eleventh year, West Fest promises to keep the momentum going strong with non-stop live music, Kid Fest and Pet Fest wrapped into one glorious summer weekend on Chicago Avenue July 11th & 12th.
Map: https://goo.gl/maps/bG2GY
About: http://www.westfestchicago.com/fest/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Chicago Ave & N Wood St Chicago, IL 60622",7/11/15,7/11/15,12:00:00 PM,10:00:00 PM,none
0,,,,,,Taste of Lakeview,"Located in the heart of Lakeview, at 3200 N. Lincoln Avenue at Belmont, this event is the epitome of iconic Chicago neighborhoods. Featured as one of 2013’s can’t miss street festivals on WGN-TV, The Taste of Lakeview pairs classic summer festival flavor with delectable local treats, interactive family fun, fashionable vendors and of course music!
Map: https://goo.gl/maps/NG8YS
About: http://starevents.com/festivals/taste-of-lakeview/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Lincoln Ave & W Belmont Ave Chicago, IL 60657",7/11/15,7/11/15,12:00:00 PM,10:00:00 PM,none
0,,,,,,DuSable Museum Arts and Crafts Festival,"Fine/Craft artist, market place, food vendors, public information, entertainment, children’s pavilion.
Map: http://g.co/maps/7kfhp
About: http://www.dusablemuseum.org/events/details/41st-annual-arts-crafts-festival
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","740 E 56th St, The University of Chicago, 740 E 56th St, Chicago, IL 60637, USA",7/11/15,7/11/15,1:00:00 PM,8:00:00 PM,none
0,,,,,,Mamby on the Beach,"Mamby on the Beach, Chicago’s newest two-day festival, taking place at a new and untouched lakefront venue on Oakwood Beach. This beautiful beachside festival offers a pristine view of Chicago’s gorgeous skyline, boasting two stages featuring live performances by established and legendary artists in the indie-dance world, plus a selection of the world’s most innovative underground house and techno producers.
Map: https://goo.gl/maps/hBZxS
About: http://mambybeach.com/uncategorized/line-up-announced-tickets-on-sale-now
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com",,7/11/15,7/11/15,1:00:00 PM,10:00:00 PM,none
0,,,,,,Summerdance -,"Individual themes TBA
Lessons: 6-7 p.m.
Live music: 7:30-9:30 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",7/11/15,7/11/15,6:00:00 PM,9:30:00 PM,none
0,,,,,,Grant Park Music Festival - A Sondheim Celebration,"Enjoy a little night music and celebrate the award-winning master of the musical, Stephen Sondheim. Led by Broadway conductor and long-time Sondheim collaborator Paul Gemignani, the Grant Park Orchestra and renowned vocalists perform Sondheim favorites, including selections from Sweeney Todd, Company, Into the Woods, and more. An evening not to be missed!
Map: http://goo.gl/maps/wt6bH
About: http://www.grantparkmusicfestival.com/2015-season/a-sondheim-celebration
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",7/11/15,7/11/15,8:00:00 PM,10:00:00 PM,none
