title,start_date_f,end_date_f,address,description,source,tags
Night Out: Intro Tour at Garfield Conservatory,2015-07-26T13:00:00,2015-07-26T14:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Take a free guided tour of the Conservatory and learn more about our plants and history. Tours meet in the main lobby, register an hour before each tour.]",parks,none
Night Out: Midsommer Flight at Schreiber,2015-07-26T13:00:00,2015-07-26T14:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Midsommer Flight at Schreiber,2015-07-26T14:00:00,2015-07-26T15:30:00,"Schreiber Playground Park, 1552 W. Schreiber Ave., Chicago IL         60626"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Dance in the Parks at Kenwood,2015-07-26T15:00:00,2015-07-26T16:30:00,"Kenwood Community Park, 1330 E. 50th St., Chicago IL         60615",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Chicago Shakes at Columbus,2015-07-26T16:00:00,2015-07-26T17:30:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Concert at Piotrowski,2015-07-26T17:00:00,2015-07-26T18:15:00,"Piotrowski Park, 4247 W. 31st St., Chicago IL         60623", Enjoy live music produced by the Art Partner in Residence ANMLA(Asociacion Nacional de Musica Latino Americana). Performance by Marimba Oxib K' Ajau. ],parks,none
Night Out: Urban Gateways at Noethling,2015-07-26T17:45:00,2015-07-26T18:45:00,"Noethling Playlot Park, 2645 N. Sheffield Ave., Chicago IL         60614","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Theater on the Lake at Berger,2015-07-26T18:30:00,2015-07-26T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Chicago Onscreen Showcase at Russell Sq,2015-07-26T20:30:00,2015-07-26T21:53:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609"," Change the Reel! Activism In, As and
",parks,none
Night Out: Chicago Onscreen Showcase at Russell Sq,2015-07-26T20:30:00,2015-07-26T22:00:00,"Russell Square Park, 3045 E. 83rd St., Chicago IL         60617"," Change the Reel! Activism In, As and
",parks,none
Night Out: Chicago Onscreen Showcase at Union,2015-07-26T20:30:00,2015-07-26T22:00:00,"Union Park, 1501 W. Randolph St., Chicago IL         60606","   Chicagoland Thumbnails: Short Films from  the Windy City      Common Decency ,  Dissolve ,   Elsewhere the Survivors ,  An Entirely Ordinary Individual ,  Knock ,  The Man ,   Possessed by Paul James ? Hurricane ,  Toy Car ,  Two Cents         Using oddball humor, experimental  animation, music, simmering drama and more, each of these short films uses the  city as a jumping off point to explore and illuminate different aspects of life  in Chicago and the artists? creative process in response to the demands of  modern urban life.             These nine films run the gamut  from absurd to heartbreaking and each presents a fresh take on something  familiar.  Common Decency  and  Elsewhere, the Survivors  turn  traditional animation on its head to arrive at something deeper and  Possessed by Paul James - Hurricane  uses  music to celebrate the joy and chaos of children and creative expression.  Toy Car  spins a dark family tale in  Chicago?s immigrant community, while  Knock   imagines a bleak, isolated post-contagion Chicagoland buoyed by a strange  message of hope.               Dissolve ,   An Entirely Ordinary Individual  and  Two Cents  are stories of the lives of  young Chicagoans opening up to the world around them, and becoming a part of the  city by forging connections with the people who need them, want them or have  wronged them. Quick-tongued and visually witty,  The Man  serves up two men who discuss the finer points of  everything without ever reaching a conclusion about anything. ]",parks,none
Night Out: Creating Art inthe Park at Morrie Mages,2015-07-27T10:00:00,2015-07-27T11:00:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614", Playing in the park just got a little more exciting! Join us and enjoy new and colorful ways to create outdoor art this summer. This activity is appropriate for children six and under. ],parks,none
Night Out: Urban Gateways at Lincoln,2015-07-27T16:30:00,2015-07-27T18:30:00,"Hoyne Playground Park, 3417 S. Hamilton Ave., Chicago IL         60608"," Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.  
",parks,none
Night Out: Urban Gateways at Lincoln,2015-07-27T17:45:00,2015-07-27T18:45:00,"Lincoln Park Cultural Center, 2045 N. Lincoln Park West, Chicago IL         60614"," Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.  
",parks,none
Night Out: Urban Gateways at Bell,2015-07-27T17:45:00,2015-07-27T18:45:00,"Bell Park, 3020 N. Oak Park Ave., Chicago IL         60634","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Concerts in the Parks at Portage,2015-07-27T18:00:00,2015-07-27T20:00:00,"Portage Park, 4100 N. Long Ave., Chicago IL         60641"," Enjoy a jazz performance by the Horner/Portage Park Jazz band, lead by conductor Don Sadofsky. This annual favorite is suitable for all ages. ]",parks,none
Night Out: Yoga in the Parks at Osterman Beach,2015-07-27T19:15:00,2015-07-27T20:00:00,"Kathy Osterman Beach, 5800 N. Lake Shore Dr., Chicago IL         60660",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Yoga in the Parks at Belmont Harbor,2015-07-27T19:45:00,2015-07-27T20:15:00,"Lincoln Park, 500-5700 N. Lake Shore Drive, Chicago IL         60614",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park. Presented by Athleta.],parks,none
Night Out: Urban Gateways at Zatterberg,2015-07-28T17:45:00,2015-07-28T18:45:00,"Zatterberg Playlot Park, 4246 N. Hermitage Ave., Chicago IL         60613","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Chicago Shakes at Gage,2015-07-28T18:30:00,2015-07-28T20:00:00,"Gage Park, 2411 W. 55th St., Chicago IL         60609","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: CWCMC Youth Motown Review at Hayes,2015-07-28T18:30:00,2015-07-28T20:00:00,"Hayes Park, 2936 W. 85th St., Chicago IL         60652","CWCMC Youth Performing Ensemble will present A Motown Review ? Dancing in the Street.The Ensemble youth will sing, play instruments and dance to Motown songs and tell the story of Motown Records.]",parks,none
Night Out: Concerts in the Parks at Welles,2015-07-28T18:30:00,2015-07-28T20:00:00,"Hayes Park, 2936 W. 85th St., Chicago IL         60652"," 
",parks,none
Night Out: Concerts in the Parks at Welles,2015-07-28T18:30:00,2015-07-28T19:30:00,"Welles Park, 2333 W. Sunnyside Ave., Chicago IL         60625"," 
",parks,none
Night Out: Art &amp; Arch. Bike Tours at West Pullman,2015-07-29T17:00:00,2015-07-29T20:30:00,"West Pullman Park, 401 W. 123rd St., Chicago IL         60628","Slow Roll Chicago's Art & Architecture Bike Tours is a series of 12 community bicycle rides touring neighborhood art and architecture. Throughout the series, all participants are invited to participate in a bike photography competition. A number of winning photos will be selected for public exhibition at the final ride.]",parks,none
Night Out: Luna de Cuernos at Humboldt,2015-07-29T18:30:00,2015-07-29T19:30:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","Luna de Cuernos, a modern interpretation of a Puerto Rican folktale, is a story of a tight-knit group of friends and family under threat, and the risks they will take to defend all that they own.      Fifth House Ensemble performs  a program with illustrations by  local artist Sarah Becan inspired by the true stories of Chicagoans.       ]",parks,none
Night Out: Chicago Shakes at Piotrowski,2015-07-29T18:30:00,2015-07-29T20:00:00,"Piotrowski Park, 4247 W. 31st St., Chicago IL         60623","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Dance in the Parks at Humboldt,2015-07-29T18:30:00,2015-07-29T20:00:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Yoga in the Parks at Norwood Circle,2015-07-29T19:15:00,2015-07-29T20:00:00,"Norwood Circle Park, 7117 W. Peterson Ave., Chicago IL         60631",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Theater on the Lake at Berger,2015-07-29T19:30:00,2015-07-29T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: West Indian Dance Workshops at Columbus,2015-07-30T15:00:00,2015-07-30T16:00:00,"Columbus Park, 500 S. Central Ave., Chicago IL         60644","Learn basic Afro-Caribbean dance with the West Indian Dance Theater Company.  Workshops are every Thursday, June 18 - September 3, 2015.]",parks,none
Night Out: Urban Gateways at Levin,2015-07-30T17:00:00,2015-07-30T18:00:00,"Levin Park, 5458 W. Kinzie Pkwy., Chicago IL         60644","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: SummerDance at Washington Refectory,2015-07-30T18:00:00,2015-07-30T21:00:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","In collaboration with the Department of Cultural Affairs and Special Events, Chicago SummerDance heads to the neighborhood parks. SummerDance in the Parks features a different genre of dance instruction followed by 2 hours of live music where patrons can show off their newly learned dance moves.    6-7pm: Majestic Gents (Chicago Steppin?)  7-9pm: DJ Calvin (Chicago Steppin?) ]",parks,none
Night Out: Chicago Shakes at Hamilton,2015-07-30T18:30:00,2015-07-30T20:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: 15 Breaths at Humboldt,2015-07-30T18:30:00,2015-07-30T19:30:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","In this original production by the About Face Youth Theatre Ensemble, we explore connection and disconnection across generations within the Queer community. Through in-depth interviews with community members and AFYT alumni, 15 Breaths sets out to answer the questions: What are we fighting for? What did others fight for before us? And how can we bridge the gap?]",parks,none
Night Out: Real Life Adventures at Gage,2015-07-30T18:30:00,2015-07-30T19:45:00,"Gage Park, 2411 W. 55th St., Chicago IL         60609","FreeStreet Theatre presents The Real Life Adventures of Jimmy de las Rosas. When mutant Chihuahuas start terrorizing Little Village, and people are suddenly ""desaparecidos,"" 13-year-old Jimmy realizes the super powers he's been hiding are about to be put to good use. This site-specific play for all-ages uses city parks as the backdrop for action-packed scenes that the whole family will enjoy.]",parks,none
Night Out: Spain's Dancing Rhythms at Douglas,2015-07-30T18:30:00,2015-07-30T19:15:00,"Douglas Park, 1401 S. Sacramento Dr.  , Chicago IL         60623","The Ensemble Español presents the music, songs, and dances of Spain in a variety of innovative ballets, traditional folkloric suites, and fiery flamenco in this 45-minute performance suitable for audiences of all ages.]",parks,none
Night Out: Taylor Moore and Friends at Taylor,2015-07-30T19:00:00,2015-07-30T20:30:00,"Taylor Park, 39 W. 47th St., Chicago IL         60609","Taylor Moore & Friends will perform a variety of music ranging from jazz standards to contemporary tunes, while incorporating audience participation and providing an oral history of the music.]",parks,none
Night Out: Project Inclusion at Indian Boundary,2015-07-30T19:00:00,2015-07-30T20:00:00,"Indian Boundary Park, 2500 W. Lunt Ave., Chicago IL         60645","This year the Grant Park Music Festival will continue to work together with the Chicago Park District's Night Out in the Parks program and expand Festival Connect, its comprehensive initiative aimed to increase music education and engagement opportunities for audiences of all ages.    Enjoy the wonders of chamber music through Project Inclusion?s family-friendly and interactive string concerts showcasing the talents of exceptional young musicians of diverse backgrounds.  ]",parks,none
Night Out: Theater on the Lake at Berger,2015-07-30T19:30:00,2015-07-30T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Epic Steel Orchestra at Rainbow Beach,2015-07-31T11:00:00,2015-07-31T14:00:00,"Rainbow Beach Park, 2873 E. 75th St., Chicago IL         60649","The West Point School of Music's energetic ensemble features the genre of music known as Calypso. The performers make this complex musical style pleasant and accessible. They also perform Latin, Jazz, Classical, and Contemporary music, demonstrating their great flexibility.]",parks,none
Night Out: Avatar-Incarnations at Amundsen,2015-07-31T16:00:00,2015-07-31T17:15:00,"Amundsen Park, 6200 W. Bloomingdale Ave., Chicago IL         60639","Based on the mythology of India, ""Avatar-Incarnations"" presents narratives that express the oneness of all nature, as one energy transforms into another. Natya Dance Theatre dancers employ percussive footwork and dynamic movements, along with hand gestures and facial expressions to allow characters to come alive.]",parks,none
Night Out: Culture Coach Stage at Ogden,2015-07-31T17:00:00,2015-07-31T20:30:00,"Ogden Park, 6500 S. Racine Ave., Chicago IL         60636","Kuumba Renaissance (from Madison, WI) and Elastic Arts present the Culture Coach, a self-contained traveling pop-up stage. The evening begins with DJ Ayana spinning from her extensive collection of records. Then enjoy live music by a local band. Brushes, paint, and a large canvas will be available for the audience to co-create a painting. Come to dance, drum, paint, or just watch and enjoy.]",parks,none
Night Out: Art in the Park at Wilson (Frank J.),2015-07-31T17:30:00,2015-07-31T18:30:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630",Stop by the park to marvel at the work of visual art students. The gallery of work shows the progress of first year students from 6 to 70 years old.],parks,none
Night Out: Ice Cream Social at Berger,2015-07-31T18:00:00,2015-07-31T21:00:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Eat, slurp and be merry at this entertainment and social extravaganza. Sponsored by the Berger Park Cultural Center Advisory Council.]",parks,none
Night Out: School of Rock at Athletic Field,2015-07-31T18:00:00,2015-07-31T19:30:00,"Athletic Field Park, 3546 W. Addison St., Chicago IL         60618",School of Rock presents a live rock concert! School of Rock is a performance-based music school in Lakeview for kids 8-18 years. We believe that the best way to teach music is to play music. Our mission is to inspire kids on stage and in life.],parks,none
Night Out: Mic Night at Wicker,2015-07-31T18:00:00,2015-07-31T21:00:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622"," Sing, play music, recite Poetry, or spoken word. Sign up at 5:45pm Produced by  www.WickerPark.org  ]",parks,none
 Night Out at Chase,2015-07-31T18:00:00,2015-07-31T21:00:00,"Chase Park, 4701 N. Ashland Ave., Chicago IL         60640", Gather your friends and swing by the park for Teen Night Out. It's the place where all the teens go for a cool time in the park. Each event was designed by local park teen input. Watch for details. It will be worth it. ],parks,none
Night Out: RE|Dance Group at NPV,2015-07-31T18:00:00,2015-07-31T20:00:00,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646"," RESCHEDULED: Please note, this event has been rescheduled to August 28th.     RE|Dance Group will be presenting excerpts from their most popular evening-length works in site-specific areas throughout the park. Come join us for an exciting dance theatre experience as we take you on a journey to the many different landscapes and environments we create through movement!      This event has been rescheduled from Friday, 7/17/15.  ]",parks,none
Night Out: Sound Tracks at Garfield,2015-07-31T18:00:00,2015-07-31T20:00:00,"Garfield Park, 100 N. Central Park Ave., Chicago IL         60624","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Chicago Shakes at Wilson (Frank J.),2015-07-31T18:30:00,2015-07-31T20:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Contrabanda Latin Band at Calumet,2015-07-31T18:30:00,2015-07-31T20:30:00,"Calumet Park, 9801 S. Avenue G, Chicago IL         60617", Danny Howard leads an interactive percussion workshop in Afro-Cuban Folkloric Percussion followed by two 30-minute sets of Latin music in both Spanish and English spanning the Caribbean. ],parks,none
Night Out: 15 Breaths at Humboldt,2015-07-31T18:30:00,2015-07-31T19:30:00,"Humboldt Park, 1400 N. Sacramento Ave , Chicago IL         60622","In this original production by the About Face Youth Theatre Ensemble, we explore connection and disconnection across generations within the Queer community. Through in-depth interviews with community members and AFYT alumni, 15 Breaths sets out to answer the questions: What are we fighting for? What did others fight for before us? And how can we bridge the gap?]",parks,none
Night Out: WHEELJAM at Ogden,2015-07-31T18:30:00,2015-07-31T19:30:00,"Ogden Park, 6500 S. Racine Ave., Chicago IL         60636","CirquesExperience will take you for a spin! WHEELJAM focuses on gymnastic wheel work. You can choose from three levels: recreational, fitness, or if you are very determined, competitive. Cirques-style Gym Wheel and circus classes are available for kids, teens, and adults in several parks as well as different venues in Chicago.]",parks,none
Night Out: Dance in the Parks at Tuley,2015-07-31T18:30:00,2015-07-31T20:00:00,"Tuley Park, 501 E. 90th Pl., Chicago IL         60619",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: David Boykin Expanse at Golden Gate,2015-07-31T18:30:00,2015-07-31T20:00:00,"Golden Gate Park, 13000 S. Eberhart Ave., Chicago IL         60627"," The David Boykin Expanse blends the lyricism of hip-hop with avant-garde jazz styles. The show features David Boykin on saxophone and vocals, backed by a rhythm section, plus DJ sets of complementary jazz and hip-hop recordings.    ]",parks,none
Night Out: Real Life Adventures at Piotrowski,2015-07-31T18:30:00,2015-07-31T19:45:00,"Piotrowski Park, 4247 W. 31st St., Chicago IL         60623","FreeStreet Theatre presents The Real Life Adventures of Jimmy de las Rosas. When mutant Chihuahuas start terrorizing Little Village, and people are suddenly ""desaparecidos,"" 13-year-old Jimmy realizes the super powers he's been hiding are about to be put to good use. This site-specific play for all-ages uses city parks as the backdrop for action-packed scenes that the whole family will enjoy.]",parks,none
Night Out: Performance in the Park at Berger,2015-07-31T19:00:00,2015-07-31T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660",Leader of the Pack Performance.],parks,none
Night Out: Theater on the Lake at Berger,2015-07-31T19:30:00,2015-07-31T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Stargazing at Rainbow Beach,2015-07-31T20:15:00,2015-07-31T21:15:00,"Rainbow Beach Park, 2873 E. 75th St., Chicago IL         60649","Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer: look deep into the night sky and learn about phases of the moon, neighboring planets, star clusters, nebulae, and more.]",parks,none
Night Out: The FrankenToyMobile at South Shore,2015-08-01T11:00:00,2015-08-01T13:00:00,", ,   ","Create your own unique toy! The FrankenToyMobile is a pedal-powered, custom-designed vehicle that encourages creativity and curiosity by providing free, hands-on workshops where participants reuse donated toy parts as raw material for original creations.]",parks,none
Night Out: Hermosa/Beautiful/Piekny at Kelvyn,2015-08-01T11:00:00,2015-08-01T17:00:00,"Kelvyn Park, 4438 W. Wrightwood Ave., Chicago IL         60639"," The Hermosa/Beautiful/Piękny Festival in the Parks is a community celebration. Residents, businesses and organizations come together to celebrate what brings us together. Music, art displays, cooking competitions and children activities are among the features of the Hermosa Festival in the Park. Join us at Hermosa Park, Greenbaum Park and Kelvyn Park.  For more details  follow us at www.facebook.com/HermosaCommunityNetwork.        ]",parks,none
Night Out: Hermosa/Beautiful/Piekny at Greenebaum,2015-08-01T13:00:00,2015-08-01T16:00:00,"Greenebaum Playlot Park, 4300 W. Wabansia Ave., Chicago IL         60639","The Hermosa/Beautiful/Piękny Festival in the Parks is a community celebration. Residents, businesses and organizations come together to celebrate what brings us together. Music, art displays, cooking competitions and children activities are among the features of the Hermosa Festival in the Park. Join us at Hermosa Park, Greenebaum Park and Kelvyn Park.     For more details  follow us at www.facebook.com/HermosaCommunityNetwork.        ]",parks,none
Night Out: Concerts in the Parks at Ada,2015-08-01T14:00:00,2015-08-01T15:30:00,"Ada Park, 11250 S. Ada St., Chicago IL         60643",Join us for a free Jazz concert featuring Sax Preacher.],parks,none
Night Out: Dance in the Parks at Indian Boundary,2015-08-01T15:00:00,2015-08-01T16:30:00,"Indian Boundary Park, 2500 W. Lunt Ave., Chicago IL         60645",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Strangers No More at Elm,2015-08-01T15:00:00,2015-08-01T17:00:00,"Elm Park, 5215 S. Woodlawn Ave., Chicago IL         60615","Meeting new people, places, and even ideas can have a transformative impact on our lives. Sometimes we see the change immediately. Other times, we don't realize how we've changed until much later. Either way, we'll never be the same. Join 2nd Story for stories about making the connections that transform us.]",parks,none
Night Out: Art in the Park at Wilson (Frank J.),2015-08-01T15:00:00,2015-08-01T16:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630",Stop by the park to marvel at the work of visual art students. The gallery of work shows the progress of first year students from 6 to 70 years old.],parks,none
Night Out: Chicago Philharmonic at Ping Tom,2015-08-01T15:00:00,2015-08-01T16:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630","Join musicians from the famed Chicago Philharmonic for a unique outdoor concert experience as an audience member or performer! Musicians of all ages are invited to bring their instruments and play alongside professionals, creating an orchestra for a fun symphonic concert. Or just come and enjoy great music in Chicago's backyard.    This concert takes place at 300 W. 19th Street beneath the pagoda structure.        Rehearsal (for Chicago Philharmonic and community musicians) - 4:30 - 6:30pm    Concert - 7-8pm   
",parks,none
Night Out: Chicago Philharmonic at Ping Tom,2015-08-01T16:30:00,2015-08-01T20:00:00,"Ping Tom Memorial Park, 1700 S. Wentworth Ave., Chicago IL         60616","Join musicians from the famed Chicago Philharmonic for a unique outdoor concert experience as an audience member or performer! Musicians of all ages are invited to bring their instruments and play alongside professionals, creating an orchestra for a fun symphonic concert. Or just come and enjoy great music in Chicago's backyard.    This concert takes place at 300 W. 19th Street beneath the pagoda structure.        Rehearsal (for Chicago Philharmonic and community musicians) - 4:30 - 6:30pm    Concert - 7-8pm   
",parks,none
Night Out: Community Dance at Avondale,2015-08-01T17:00:00,2015-08-01T18:00:00,"Avondale Park, 3516 W. School St., Chicago IL         60618","The Design Dance community dance workshops are designed to engage children and adults in the unique experience of learning and sharing dance. At Avondale Park, salsa will be explored to reach a broad spectrum of Chicago community members.]",parks,none
Night Out: DJ in the Parks at Avondale,2015-08-01T17:00:00,2015-08-01T19:30:00,"Avondale Park, 3516 W. School St., Chicago IL         60618","As part of Night Out in the Parks, come out for music and dancing with DJ Monty!]",parks,none
Night Out: WHEELJAM at Avondale,2015-08-01T18:00:00,2015-08-01T19:00:00,"Avondale Park, 3516 W. School St., Chicago IL         60618","CirquesExperience will take you for a spin! WHEELJAM focuses on gymnastic wheel work. You can choose from three levels: recreational, fitness, or if you are very determined, competitive. Cirques-style Gym Wheel and circus classes are available for kids, teens, and adults in several parks as well as different venues in Chicago.]",parks,none
Night Out: Midsommer Flight at Schreiber,2015-08-01T18:00:00,2015-08-01T19:00:00,"Avondale Park, 3516 W. School St., Chicago IL         60618"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Midsommer Flight at Schreiber,2015-08-01T18:00:00,2015-08-01T19:30:00,"Schreiber Playground Park, 1552 W. Schreiber Ave., Chicago IL         60626"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Sound Tracks at Kennicott,2015-08-01T18:00:00,2015-08-01T20:00:00,"Kennicott Park, 4434 S. Lake Park Ave. , Chicago IL         60653","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Chicago Shakes at Wilson (Frank J.),2015-08-01T18:30:00,2015-08-01T20:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
